job_title;company_name;location;job_type;experience_level;education_req;salary_range;job_requirements;job_responsibilities;posted_date;source_platform
Sales Engineers;PT Bumi Cahaya Unggul;Jakarta Timur;Tidak Disebutkan;1 Tahun;S1, D3;Tidak dicantumkan;"Kecerdasan tinggi, kreatif, pekerja-keras, disiplin, kerja team
 Lebih disukai D3/S1 Teknik atau Fisika, lancar bhs. Inggris S.Ak. Jujur, teliti, cerdas, kerja team, bisa bahasa Inggris Berbakat komunikasi teknik, terampil presentasi, semangat & ketahanan tinggi dalam upaya pencapaian kesuksesan & target penjualan.";-;2026-05-19;Karir.com
Hybrid Healthcare System Architect & Analyst (On Premise + Cloud);PT Daya Medika Pratama;Bandung;Tidak Disebutkan;2 Tahun;S2, S1;Rp 5.000.000 - Rp 10.000.000;"3. Kualifikasi
 Wajib:
 •	Pengalaman 2+ tahun sebagai System Architect, Technical Analyst, atau Site Reliability Engineer (SRE) untuk produk SaaS/on-prem hybrid.
 •	Pernah menangani minimal 30+ instansi/deployment yang tersebar (bukan satu aplikasi besar).
 •	Mampu menganalisis data performa dan biaya dari observability tools (Prometheus, Grafana, Datadog, atau CloudWatch).
 •	Memahami cloud pricing model (AWS/Azure/GCP) secara mendalam: compute savings plan, data transfer cost, storage tiering.
 •	Mahir Excel/Google Sheets atau BI tools (Tableau, Metabase, Looker) untuk membuat model biaya.
 •	Pengalaman dengan database query (SQL) untuk mengambil data utilisasi dari logging internal.
 Diutamakan:
 •	Latar belakang IT Finance atau Cloud FinOps certification.
 •	Pernah melakukan post-mortem analysis untuk sistem kesehatan skala nasional.
 •	Familiar dengan cost allocation tags dan showback/chargeback untuk multi-tenant.
 •	Pengalaman dengan edge computing atau distributed database (CockroachDB, Yugabyte, atau Cassandra).
 4. Output yang Diharapkan (Dalam 3-6 Bulan Pertama)
 Bulan	Output Utama
 1	Laporan post-deployment review dari 66 RS: top 5 masalah, variasi biaya antar RS, dan rekomendasi quick wins.
 2	Model biaya per RS dan simulasi untuk group 5, 10, 20 RS (termasuk grafik break-even).
 3	Playbook improvement untuk 3 masalah prioritas tertinggi (misal: reduksi biaya sync cloud 40%).
 4-6	Implementasi dashboard cost & performa per RS/group + pilot untuk 2 rumah sakit group pertama.
 5. Indikator Keberhasilan (KPI)
 •	Penurunan biaya cloud rata-rata per RS sebesar 20% dalam 6 bulan (setelah rekomendasi diimplementasikan).
 •	Peningkatan uptime sync hybrid dari baseline ke 99.5%.
 •	Akurasi model cost effectiveness (prediksi vs aktual untuk group baru) dengan error &lt; 10%.
 •	Adopsi rekomendasi oleh tim engineering & product minimal 80% dalam 3 bulan setelah disetujui.
 •	Kepuasan klien group (NPS meningkat 15 poin karena transparansi biaya).
 6. Tools yang Akan Digunakan
 Kategori	Tools
 Observability	Prometheus, Grafana, Loki, CloudWatch, Azure Monitor
 Cost Analysis	CloudHealth, Vantage, atau custom script + BigQuery
 Data Analysis	SQL (PostgreSQL/BigQuery), Python (Pandas), Metabase
 Documentation	Miro (arsitektur), Notion (rekomendasi), Google Slides (presentasi ke klien group)
 Version Control	Git (untuk infrastruktur as code dan script analisis)";"2. Tanggung Jawab Utama
 A. Analisis post-deployment dari rumah sakit group
 •	Mengumpulkan dan menganalisis data performa aktual dari implementasi group RS: latency sync hybrid, uptime, error rate, utilisasi resource on-prem (CPU/RAM/storage), konsumsi bandwidth, dan biaya cloud per RS.
 •	Mengidentifikasi pola kegagalan umum (misal: sync gagal karena koneksi RS tidak stabil, database lock pada jam sibuk, konflik data).
 •	Membuat heatmap masalah berdasarkan tipe RS (tipe A, B, C, D) dan lokasi (kota besar vs kabupaten).
 B. Rekomendasi Improvement Sistem
 •	Menyusun prioritas perbaikan berdasarkan dampak ke rumah sakit (misal: modul billing lambat, backup gagal, integrasi SATUSEHAT sering timeout).
 •	Memberikan rekomendasi konkret:
 o	Arsitektur: Perubahan pola sinkronasi (dari batch ke CDC real-time), redisain queue mechanism, atau penambahan edge node di RS.
 o	Konfigurasi: Optimalisasi parameter DB, connection pooling, kompresi data.
 o	Proses: Standarisasi instalasi on-prem untuk RS baru.
 •	Membuat playbook upgrade untuk 66 RS secara bertahap tanpa downtime panjang.
 C. Cost Effectiveness untuk Rumah Sakit Group
 •	Membangun model biaya per RS dan per RS group dengan mempertimbangkan:
 o	On-prem cost: Server, storage, listrik, IT lokal RS (jika ada).
 o	Cloud cost: Compute, storage, data transfer (sync inbound/outbound), API calls ke BPJS/Kemenkes.
 o	Support cost: Remote troubleshooting, on-site visit, training.
 •	Menghitung ekonomi skala untuk group:
 o	Jika satu group (misal 10 RS) menggunakan shared cloud environment (satu tenant cloud untuk semua RS) vs isolated per RS.
 o	Berapa penghematan dari shared gateway integrasi (satu koneksi ke SATUSEHAT untuk 10 RS).
 o	Analisis break-even point: kapan jumlah RS dalam group membuat shared infrastructure lebih murah daripada terpisah.
 •	Memberikan rekomendasi pricing model untuk klien group: apakah subscription flat, per transaksi, atau hybrid.
 D. Continuous Improvement Framework
 •	Menyusun dashboard monitoring cost & performa per RS dan per group (menggunakan data dari observability tools).
 •	Membuat alert system ketika biaya cloud suatu RS melebihi ambang batas normal (misal +30% dari rata-rata RS sejenis).
 •	Melakukan review bulanan dengan tim product & finance untuk mengevaluasi rekomendasi yang telah diimplementasikan.
 E. Dukungan untuk Deployment Group Baru
 •	Saat ada rumah sakit group baru (misal 5 RS sekaligus), Anda menghitung optimal architecture:
 o	Apakah lebih murah pakai on-prem di setiap RS + cloud terpusat atau thin client + cloud full (tergantung koneksi internet RS di group tersebut).
 o	Menyusun TCO (Total Cost of Ownership) untuk 3 tahun ke depan sebagai bahan negosiasi dengan manajemen group.";2026-05-19;Karir.com
CORPORATE AND COMMERCIAL CREDIT REVIEWER;PT Bank KEB Hana Indonesia;Jakarta Selatan;Tidak Disebutkan;3 Tahun;S2, S1;Tidak dicantumkan;"A Bachelor's Degree in any major
 Minimum 3 years experience as credit reviewer in banking industry
 Able to analyze financial statement and cash flow
 Able to work efficiently in a tight schedule
 Good analytical and presentation skill";"Analyzing data/information to assess creditworthiness from the aspects of character, management and financial capabilities, collateral and business potential of the company to make the right credit decisions 
 Evaluate credit applications, including extensions, additions and new loans, including setting terms and conditions as risk mitigation
 With Business units or other related officials, can make direct visits to the location of the business and/or project that will be or are being financed by the Bank to ensure continuity and feasibility of operations
 Maximizing objectivity in every stage of analysis and evaluation of creditworthiness based on data from accountable source";2026-05-18;Karir.com
SME RELATIONSHIP MANAGER;PT Bank KEB Hana Indonesia;Jakarta Selatan;Tidak Disebutkan;3 Tahun;S1;Tidak dicantumkan;"Minimum S1
 Berpengalaman setidaknya 3 tahun di bidang pemasaran Kredit
 Memahami produk dan pendanaan, pinjaman dan regulasi BI
 Penempatan di Cabang Hana Bank Jakarta";"Mengelola hubungan dengan nasabah yang berfokus pada nasabah Lending.
 Mencari debitur baru yang sesuai dengan karakteristik Hana Bank serta monitoring portofolio kredit dalam rangka mencapai target bisnis yang telah ditentukan.
 Melakukan penjualan terhadap produk/jasa bank lainnya dengan memberikan referensi mengenai nasabah potensial.";2026-05-18;Karir.com
SENIOR RELATIONSHIP MANAGER SME PLUS;PT Bank KEB Hana Indonesia;Jakarta Selatan;Tidak Disebutkan;5 Tahun;S1;Tidak dicantumkan;"Minimun bachelor degree in any major from reputable university 
	 Minimum 5 years of working experiences in banking industry (especially SME Plus and commercial division) 
	 Has a strong customer base 
	 Excellent communication and interpersonal skills 
	 Good command in english (verbal and written)";"Achieving growth targets of lending products. 
	 Cross selling funding n wealth products. 
	 Maintain existing customers portofolio. 
	 Attract new clients.";2026-05-18;Karir.com
WEALTH EXECUTIVE ADVISOR;PT Bank KEB Hana Indonesia;Jakarta Selatan;Tidak Disebutkan;5 Tahun;S1;Tidak dicantumkan;Bachelor’s Degree from any major Professional with minimum 5 years of experience in banking as wealth RM Solid understanding of funding products and regulations Strong negotiation and communication skills Highly motivated and target driven;Provide advice on Wealth Products (MF, Bond, Bancassurance, Fx) and services tailored to needs of high net-worth individual and affluent customers. Conduct market analysis opportunities, collect and compile information on trends in customer needs, and determine next steps in customer approach so that the predetermined targets can be achieved. Maintain Relationship and grow more portfolio Asset Under Management (AUM) from existing and new clients.;2026-05-18;Karir.com
FINANCIAL ADVISOR;PT Bank KEB Hana Indonesia;Jakarta Selatan;Tidak Disebutkan;3 Tahun;S1;Tidak dicantumkan;A Bachelor's Degree (S1), any major Mininum 2-3 years experience as RM Wealth in Banking Industry Demonstrate good teamwork, communication, and negotiation skills Sales driven, target oriented WPPE Certification is mandatory Placement : Jakarta;Provide advice on Wealth Products (MF, Bond, Bancassurance, Fx) and services tailored to needs of high net-worth individual and affluent customer Maintain Relationship and grow more portfolio Asset Under Management (AUM) from existing and new clients Conduct market analysis opportunities, collect and compile information on trends in customer needs, and determine next steps in customer approach so that the predetermined targets can be achieved Analyze and provide feedback on programs or products or events from Business Development or Product Development;2026-05-18;Karir.com
IT FULL STACK ENGINEER;PT Bank KEB Hana Indonesia;Jakarta Selatan;Tidak Disebutkan;2 Tahun;S1;Tidak dicantumkan;"A Bachelor’s Degree (S1), majoring in IT.
 Minimum 2 years experience as IT Developer.
 Experience with programming language (C/Java/C#/PHP/Ruby,etc)
 Experience with database concept (Oracle/SQL Server/MySQL,etc).
 Good at analyzing user requirement.
 Detail oriented and good time management.";"Maintain and Develop Core Banking Application.
 Make IT analysis based on user requirements.
 Prepare and scheduling the project to meet the user target. Keep comply and secure for IT System";2026-05-18;Karir.com
SERVICE FRONTLINE;PT Bank KEB Hana Indonesia;Prov. DKI-Jakarta;Tidak Disebutkan;2 Tahun;S1;Tidak dicantumkan;A Bachelor degree (S1) in any major. Minimum of 2 years experience in banking as Customer Service and Teller in banking industry with good understanding of banking products and operations Good communication skills;Carry out operational activities at the branch in accordance with applicable governance and procedures Provide a good and correct explanation of Bank's products, programs and services to customers Maintain attitude and behavior in accordance with Hana Bank service quality standards Receive, respond, follow up on questions and complaints from customers Placement : Jabotabek;2026-05-18;Karir.com
FINANCIAL ADVISOR (KC CIREBON);PT Bank KEB Hana Indonesia;Cirebon;Tidak Disebutkan;2 Tahun;S1;Tidak dicantumkan;A Bachelor's Degree (S1), any major Mininum 2-3 years experience as RM Funding in Banking Industry Demonstrate good teamwork, communication, and negotiation skills Sales driven, target oriented WPPE Certification is mandatory Placement : Cirebon;Provide advice on Wealth Products (MF, Bond, Bancassurance, Fx) and services tailored to needs of high net-worth individual and affluent customer Maintain Relationship and grow more portfolio Asset Under Management (AUM) from existing and new clients Conduct market analysis opportunities, collect and compile information on trends in customer needs, and determine next steps in customer approach so that the predetermined targets can be achieved Analyze and provide feedback on programs or products or events from Business Development or Product Development;2026-05-18;Karir.com
Resepsionis;PT Binajasa Abadikarya;Prov. DKI-Jakarta;Tidak Disebutkan;1 Tahun;S1, D3, SMA;Rp 5.000.000 - Rp 6.000.000;"- Memiliki skill komunikasi yang baik
 
 - Mampu mengoperasikan Microsoft Office
 - Memiliki inisiatif dan kedisiplinan tinggi, serta bertanggung jawab terhadap pekerjaannya
 - Jujur, rajin, dan bertanggung jawab dalam pekerjaan";Menerima dan menyambut tamu Menerima serta meneruskan panggilan telepon dan surat/paket Melakukan tugas administrasi sederhana seperti mengelola arsip dan membuat laporan Memberikan informasi dasar kepada pengunjung dan klien;2026-05-18;Karir.com
Legal Officer (PSIM);EMTEK (PT Elang Mahkota Teknologi, Tbk);Prov. DKI-Jakarta;Tidak Disebutkan;2 Tahun;S1;Tidak dicantumkan;Bachelor’s degree in Law (S.H.) Minimum 2–5 years of experience as a Legal Officer / Legal Staff Strong understanding of contract law, corporate law, and regulatory compliance Experience in handling commercial agreements and vendor-related contracts Familiar with legal processes in Indonesia (licensing, corporate compliance, etc.) Exposure to sports industry, especially football, is a strong advantage Detail-oriented, strong analytical thinking, and good communication skills Able to work independently as well as collaboratively with cross-functional teams Based in Jakarta and willing to travel to Yogyakarta when required Applicants may also submit their application via email at: hrd@psimjogja.id;Draft, review, and negotiate various legal documents (agreements, contracts, MoUs, etc.) Ensure company operations comply with applicable laws and regulations Handle legal documentation related to partnerships, vendors, and third parties Provide legal advice and risk assessment to internal stakeholders Support handling of legal disputes and liaise with external legal counsel if needed Manage corporate legal administration, including permits and licenses Assist in ensuring compliance with regulations related to the sports industry Willing to travel to Yogyakarta for operational and legal support as required;2026-05-18;Karir.com
Bussiness Development PMI;Perusahaan dirahasiakan;Jakarta Timur;Tidak Disebutkan;2 Tahun;S3, S2, S1;Rp 10.000.000 - Rp 15.000.000;"•	Pendidikan minimal S1 ( Manajemen, Bisnis, Hubungan Internasional atau terkait
 •	Pengalaman minimal ( 2 – 5 ) tahun di bidang Business Development / Penempatan PMI
 •	Memahami regulasi terkait PMI ( nilai tambah )
 •	Memiliki kemampuan komunikasi dan negoisasi yang baik
 •	Mampu Berbahasa Inggris ( Lisan & tulisan ) atau Bahasa asing lain lebih diutamakan ( jepang / Korea )
 •	Terbiasa bekerja dengan target
 •	Memiliki jaringan di industry tenaga kerja atau agency luar negeri menjadi nilai tambah";•	Mengembangkan kemitraan strategis PMI • Melakukan analisis market & perencanaan strategi • Membuat pricelist dan negosiasi harga •	Menjaga hubungan kerjasama yang baik dengan client & pekerja;2026-05-18;Karir.com
Engineer / Teknisi Gedung;PT Binajasa Abadikarya;Cikarang;Tidak Disebutkan;2 Tahun;SMA;Rp 5.500.000 - Rp 6.000.000;SKCK aktif Punya pengalaman kerja di bidang yang sama minimal 3 tahun Memahami sistem bangunan : Sistem Keamanan, Mekanikal, Plumbing, HVAC, dan Genset Memiliki inisiatif dan kedisiplinan tinggi, serta bertanggung jawab terhadap pekerjaannya Jujur, rajin, dan bertanggung jawab dalam pekerjaan Tidak bertato ataupun bertindik;Pemeliharaan Sistem Listrik Pemeliharaan Sistem Mekanik & Plumbing Pemeliharaan Sistem Pendingin Udara;2026-05-18;Karir.com
